accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
ON626365.1,Severe acute respiratory syndrome coronavirus 2,29418,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0644866/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON624588.1,Severe acute respiratory syndrome coronavirus 2,29598,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC0643462/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON626388.1,Severe acute respiratory syndrome coronavirus 2,29726,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0643153/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON626101.1,Severe acute respiratory syndrome coronavirus 2,29663,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0646488/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON626138.1,Severe acute respiratory syndrome coronavirus 2,29664,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0646147/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON626200.1,Severe acute respiratory syndrome coronavirus 2,29416,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0644688/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
ON625383.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/05/28,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0645188/2022,Homo sapiens,Nasal Swabs,28-MAY-2022,3
OW991702.1,Severe acute respiratory syndrome coronavirus 2,29654,2022/05/25,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2022,3
OW993562.1,Severe acute respiratory syndrome coronavirus 2,29443,2022/05/25,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2022,3
OW993104.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/05/25,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2022,3
OW992872.1,Severe acute respiratory syndrome coronavirus 2,29431,2022/05/25,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2022,3
OW968839.1,Severe acute respiratory syndrome coronavirus 2,29629,2022/05/20,NA,NA,NA,NA,Homo sapiens,NA,22-MAY-2022,3
OW968878.1,Severe acute respiratory syndrome coronavirus 2,29752,2022/05/20,NA,NA,NA,NA,Homo sapiens,NA,22-MAY-2022,3
OW968750.1,Severe acute respiratory syndrome coronavirus 2,29780,2022/05/20,NA,NA,NA,NA,Homo sapiens,NA,22-MAY-2022,3
ON563045.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/05/20,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220514915101/2022,Homo sapiens,NA,20-MAY-2022,3
ON795554.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX37551809/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795450.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX37596673/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795575.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX37548867/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795429.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX37595859/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795226.1,Severe acute respiratory syndrome coronavirus 2,29712,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37550336/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795676.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX37597069/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON795438.1,Severe acute respiratory syndrome coronavirus 2,29721,2022/06/18,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX37597022/2022,Homo sapiens,Nasal Swabs,18-JUN-2022,3
ON811340.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/06/22,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF10846/2022,Homo sapiens,clinical,22-JUN-2022,3
ON818002.1,Severe acute respiratory syndrome coronavirus 2,29725,2022/06/22,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX37662235/2022,Homo sapiens,Nasal Swabs,22-JUN-2022,3
ON817652.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/06/22,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX37551042/2022,Homo sapiens,Nasal Swabs,22-JUN-2022,3
ON810849.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/06/22,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF10060/2021,Homo sapiens,clinical,22-JUN-2022,3
ON817612.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/22,NA,NA,NA,SARS-CoV-2/human/USA/AR-CDC-QDX37596376/2022,Homo sapiens,Nasal Swabs,22-JUN-2022,3
ON858362.1,Severe acute respiratory syndrome coronavirus 2,29764,2022/06/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF11089/2022,Homo sapiens,clinical,27-JUN-2022,3
ON858572.1,Severe acute respiratory syndrome coronavirus 2,29817,2022/06/27,NA,NA,NA,SARS-CoV-2/human/USA/B010983/2021,Homo sapiens,Nasopharyngeal,27-JUN-2022,3
ON797604.1,Severe acute respiratory syndrome coronavirus 2,29793,2022/06/20,NA,NA,GISAID accession: EPI_ISL_13344311,SARS-CoV-2/human/USA/FL-BPHL-9559/2022,Homo sapiens,clinical,20-JUN-2022,3
ON867660.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37978824/2022,Homo sapiens,Nasal Swabs,28-JUN-2022,3
ON867324.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/06/28,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX37841854/2022,Homo sapiens,Nasal Swabs,28-JUN-2022,3
ON867431.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/06/28,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX37971322/2022,Homo sapiens,Nasal Swabs,28-JUN-2022,3
ON867506.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37978736/2022,Homo sapiens,Nasal Swabs,28-JUN-2022,3
ON803305.1,Severe acute respiratory syndrome coronavirus 2,29267,2022/06/21,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0694808/2022,Homo sapiens,Nasal Swabs,21-JUN-2022,3
ON803004.1,Severe acute respiratory syndrome coronavirus 2,29727,2022/06/21,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0694958/2022,Homo sapiens,Nasal Swabs,21-JUN-2022,3
ON810188.1,Severe acute respiratory syndrome coronavirus 2,29765,2022/06/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF10707/2021,Homo sapiens,clinical,21-JUN-2022,3
ON805984.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/21,NA,NA,GISAID_ID: EPI_ISL_13295676,SARS-CoV-2/human/USA/CO-CDPHE-2103287124/2022,Homo sapiens,patient isolate,21-JUN-2022,3
ON803111.1,Severe acute respiratory syndrome coronavirus 2,29274,2022/06/21,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0694342/2022,Homo sapiens,Nasal Swabs,21-JUN-2022,3
ON739796.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX37346887/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON739905.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX37345046/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON739933.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX37390869/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON740452.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX37439068/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON740524.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX37439174/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON739667.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX37300281/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON739984.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX37345451/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON740393.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX37439161/2022,Homo sapiens,Nasal Swabs,12-JUN-2022,3
ON831821.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/06/23,NA,NA,NA,SARS-CoV-2/human/USA/V03544/2022,Homo sapiens,Nasopharyngeal,23-JUN-2022,3
ON833518.1,Severe acute respiratory syndrome coronavirus 2,29763,2022/06/23,NA,NA,NA,SARS-CoV-2/human/USA/WUSTL_000507_A414/2021,Homo sapiens,nasal swab,23-JUN-2022,3
ON831717.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/06/23,NA,NA,NA,SARS-CoV-2/human/USA/V02552/2022,Homo sapiens,Nasopharyngeal,23-JUN-2022,3
ON844724.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37750774/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844962.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX37800603/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844812.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37750750/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844424.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX37706956/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844422.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX37706592/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844904.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX37800510/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON844381.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/06/25,NA,NA,NA,SARS-CoV-2/human/USA/LA-CDC-QDX37750215/2022,Homo sapiens,Nasal Swabs,25-JUN-2022,3
ON876478.1,Severe acute respiratory syndrome coronavirus 2,29771,2022/06/29,NA,NA,GISAID accession: EPI_ISL_13522144,SARS-CoV-2/human/USA/FL-BPHL-9870/2022,Homo sapiens,clinical,29-JUN-2022,3
ON874701.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-QDX37912612/2022,Homo sapiens,Nasal Swabs,29-JUN-2022,3
ON875541.1,Severe acute respiratory syndrome coronavirus 2,29743,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220624280151/2022,Homo sapiens,NA,29-JUN-2022,3
ON877001.1,Severe acute respiratory syndrome coronavirus 2,29787,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/VI-CDC-2-6111767/2022,Homo sapiens,oral swab,29-JUN-2022,3
ON876206.1,Severe acute respiratory syndrome coronavirus 2,29804,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/WUSTL_000154_A59/2021,Homo sapiens,nasal swab,29-JUN-2022,3
ON875279.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX37980059/2022,Homo sapiens,Nasal Swabs,29-JUN-2022,3
ON874914.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/06/29,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-QDX37908788/2022,Homo sapiens,Nasal Swabs,29-JUN-2022,3
ON781069.1,Severe acute respiratory syndrome coronavirus 2,29844,2022/06/16,NA,NA,NA,SARS-CoV-2/human/USA/IN-CDC-STM-NYUC78N3N/2022,Homo sapiens,nasal swab,16-JUN-2022,3
ON781316.1,Severe acute respiratory syndrome coronavirus 2,29850,2022/06/16,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-STM-M6YE9TZVV/2022,Homo sapiens,nasal swab,16-JUN-2022,3
ON780867.1,Severe acute respiratory syndrome coronavirus 2,29848,2022/06/16,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-RQCWPR2US/2022,Homo sapiens,nasal swab,16-JUN-2022,3
ON781702.1,Severe acute respiratory syndrome coronavirus 2,29816,2022/06/16,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-U8A4UBXE5/2022,Homo sapiens,nasal swab,16-JUN-2022,3
ON781697.1,Severe acute respiratory syndrome coronavirus 2,29829,2022/06/16,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-7W8MRJKQ9/2022,Homo sapiens,nasal swab,16-JUN-2022,3
OP001981.1,Severe acute respiratory syndrome coronavirus 2,29716,2022/07/17,NA,NA,NA,SARS-CoV-2/human/BHR/22970267639/2022,Homo sapiens,NPS,17-JUL-2022,3
OP001980.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/17,NA,NA,NA,SARS-CoV-2/human/BHR/22020365507/2022,Homo sapiens,NPS,17-JUL-2022,3
OP068851.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX38721032/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP066037.1,Severe acute respiratory syndrome coronavirus 2,29711,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/SC-CDC-LC0780514/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP068666.1,Severe acute respiratory syndrome coronavirus 2,29715,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX38764526/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP069279.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38764832/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP068710.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-QDX38720887/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP069028.1,Severe acute respiratory syndrome coronavirus 2,29703,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX38764086/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP069341.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/26,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX38765441/2022,Homo sapiens,Nasal Swabs,26-JUL-2022,3
OP027772.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0769646/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP031983.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38564527/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP031846.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38521340/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP032035.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38564601/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP031724.1,Severe acute respiratory syndrome coronavirus 2,29712,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX38475657/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP027827.1,Severe acute respiratory syndrome coronavirus 2,29658,2022/07/21,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0771689/2022,Homo sapiens,Nasal Swabs,21-JUL-2022,3
OP059642.1,Severe acute respiratory syndrome coronavirus 2,29816,2022/07/25,NA,NA,NA,SARS-CoV-2/human/USA/VA- CAV_VAS3N_00012150_01/2022,Homo sapiens,nasopharynx,25-JUL-2022,3
ON909271.1,Severe acute respiratory syndrome coronavirus 2,29695,2022/07/04,NA,NA,NA,SARS-CoV-2/human/THA/CONI-1271/2021,Homo sapiens,Nasopharyngeal/oropharygeal,04-JUL-2022,3
OP042239.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/22,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX38632331/2022,Homo sapiens,Nasal Swabs,22-JUL-2022,3
OP041832.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/22,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX38675562/2022,Homo sapiens,Nasal Swabs,22-JUL-2022,3
OP041962.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/22,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX38675850/2022,Homo sapiens,Nasal Swabs,22-JUL-2022,3
OP042112.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/22,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX38676064/2022,Homo sapiens,Nasal Swabs,22-JUL-2022,3
OP047467.1,Severe acute respiratory syndrome coronavirus 2,29754,2022/07/22,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220716696744/2022,Homo sapiens,NA,22-JUL-2022,3
ON998133.1,Severe acute respiratory syndrome coronavirus 2,29796,2022/07/15,NA,NA,NA,SARS-CoV-2/Human/USA/UT-CDC-2-6168012/2022,Homo sapiens,nasopharyngeal swab,19-AUG-2022,3
ON995097.1,Severe acute respiratory syndrome coronavirus 2,29732,2022/07/15,NA,NA,NA,SARS-CoV-2/human/USA/OSPHL06368/2022,Homo sapiens,NA,15-JUL-2022,3
ON987116.1,Severe acute respiratory syndrome coronavirus 2,29505,2022/07/14,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22062110806/2022,Homo sapiens,NA,14-JUL-2022,3
OP023079.1,Severe acute respiratory syndrome coronavirus 2,29714,2022/07/20,NA,NA,NA,SARS-CoV-2/human/USA/S220N24_535253/2022,Homo sapiens,Nasopharyngeal/Mid-Nasal Swab,20-JUL-2022,3
ON999695.1,Severe acute respiratory syndrome coronavirus 2,29480,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0755275/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
OP000021.1,Severe acute respiratory syndrome coronavirus 2,29711,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0755633/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
ON999863.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/WV-CDC-LC0756365/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
OP000181.1,Severe acute respiratory syndrome coronavirus 2,29448,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-LC0757531/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
ON999671.1,Severe acute respiratory syndrome coronavirus 2,29630,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0755704/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
OP000099.1,Severe acute respiratory syndrome coronavirus 2,29663,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0756906/2022,Homo sapiens,Nasal Swabs,16-JUL-2022,3
ON999157.1,Severe acute respiratory syndrome coronavirus 2,29762,2022/07/16,NA,NA,NA,SARS-CoV-2/human/USA/2205270094/2022,Homo sapiens,Oronasopharynx,16-JUL-2022,3
OP008929.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38521054/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008547.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX38475265/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP007914.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX38472490/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008860.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38474010/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008021.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX38472281/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008764.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX38520534/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008130.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX38522173/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
OP008067.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38473795/2022,Homo sapiens,Nasal Swabs,18-JUL-2022,3
ON906170.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX37978605/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON906759.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX38006603/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON907237.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38045885/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON907139.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX38045585/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON906176.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX38008463/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON906432.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX38008517/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
ON906336.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/07/01,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX37977429/2022,Homo sapiens,Nasal Swabs,01-JUL-2022,3
OP093327.1,Severe acute respiratory syndrome coronavirus 2,29657,2022/07/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC0780990/2022,Homo sapiens,Nasal Swabs,28-JUL-2022,3
OP262309.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX39758043/2022,Homo sapiens,Nasal Swabs,19-AUG-2022,3
OP264338.1,Severe acute respiratory syndrome coronavirus 2,29749,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/VSP14241/2022,Homo sapiens,Clinical Setting,19-AUG-2022,3
OP262692.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX40025484/2022,Homo sapiens,Nasal Swabs,19-AUG-2022,3
OP262291.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX39798808/2022,Homo sapiens,Nasal Swabs,19-AUG-2022,3
OP264364.1,Severe acute respiratory syndrome coronavirus 2,29751,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/VSP14276/2022,Homo sapiens,Clinical Setting,19-AUG-2022,3
OP261855.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/19,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX39798727/2022,Homo sapiens,Nasal Swabs,19-AUG-2022,3
ON505481.2,Severe acute respiratory syndrome coronavirus 2,29772,2022/08/15,NA,NA,NA,SARS-CoV-2/human/USA/SAAG731894/2022,Homo sapiens,NA,15-AUG-2022,3
OP221684.1,Severe acute respiratory syndrome coronavirus 2,29639,2022/08/15,NA,NA,NA,SARS-CoV-2/human/USA/OSPHL06768/2022,Homo sapiens,NA,15-AUG-2022,3
OP208889.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/08/11,NA,NA,NA,SARS-CoV-2/human/USA/S255O75_535394/2022,Homo sapiens,Nasopharyngeal/Mid-Nasal Swab,11-AUG-2022,3
OP303175.1,Severe acute respiratory syndrome coronavirus 2,29793,2022/08/25,NA,NA,NA,SARS-CoV-2/human/COL/LIME_22086/2022,Homo sapiens,nasopharyngeal swab,25-AUG-2022,3
OP297230.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/25,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-2590/2022,Homo sapiens,NA,25-AUG-2022,3
OP295546.1,Severe acute respiratory syndrome coronavirus 2,29678,2022/08/25,NA,NA,NA,SARS-CoV-2/human/BHR/22020474138/2022,Homo sapiens,NPS,25-AUG-2022,3
OP297215.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/08/25,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-2575/2022,Homo sapiens,NA,25-AUG-2022,3
OP316720.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/08/28,NA,NA,GISAID_ID: EPI_ISL_14674501,SARS-CoV-2/human/USA/CO-CDPHE-39113692/2022,Homo sapiens,patient isolate,06-JUN-2023,3
OP218284.1,Severe acute respiratory syndrome coronavirus 2,29675,2022/08/14,NA,NA,NA,SARS-CoV-2/human/USA/OR-CDC-UW22072636006/2022,Homo sapiens,NA,14-AUG-2022,3
OP218300.1,Severe acute respiratory syndrome coronavirus 2,29660,2022/08/14,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW22072857007/2022,Homo sapiens,nasal swab,14-AUG-2022,3
