accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
OQ347533.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/01/30,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX45593719/2023,Homo sapiens,Nasal Swabs,17-FEB-2023,2
OQ351068.1,Severe acute respiratory syndrome coronavirus 2,29593,2023/01/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-VTVAS3-GSC41404/2022,Homo sapiens,NA,30-JAN-2023,2
OQ154481.1,Severe acute respiratory syndrome coronavirus 2,29634,2023/01/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-FS27889063/2022,Homo sapiens,clinical,02-JAN-2023,2
OQ154397.1,Severe acute respiratory syndrome coronavirus 2,29608,2023/01/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDPH-FS25392710/2022,Homo sapiens,clinical,02-JAN-2023,2
OQ243148.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-QDX44990604/2022,Homo sapiens,Nasal Swabs,12-JAN-2023,2
OQ242575.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX44995989/2022,Homo sapiens,Nasal Swabs,12-JAN-2023,2
OQ242472.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX44991915/2022,Homo sapiens,Nasal Swabs,12-JAN-2023,2
OQ238653.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-STM-MBAZE8MK8/2022,Homo sapiens,nasal swab,12-JAN-2023,2
OQ242702.1,Severe acute respiratory syndrome coronavirus 2,29709,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX44940291/2022,Homo sapiens,Nasal Swabs,12-JAN-2023,2
OQ238408.1,Severe acute respiratory syndrome coronavirus 2,29805,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-4FN48V93F/2022,Homo sapiens,nasal swab,12-JAN-2023,2
OQ242815.1,Severe acute respiratory syndrome coronavirus 2,29717,2023/01/12,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX44991116/2022,Homo sapiens,Nasal Swabs,12-JAN-2023,2
OQ342102.1,Severe acute respiratory syndrome coronavirus 2,29715,2023/01/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX45482892/2023,Homo sapiens,Nasal Swabs,17-FEB-2023,2
OQ342634.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/01/27,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX45482714/2023,Homo sapiens,Nasal Swabs,17-FEB-2023,2
OQ342583.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/01/27,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX45482687/2023,Homo sapiens,Nasal Swabs,17-FEB-2023,2
OQ342123.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/01/27,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX45529176/2023,Homo sapiens,Nasal Swabs,17-FEB-2023,2
OQ362531.1,Severe acute respiratory syndrome coronavirus 2,29470,2023/02/01,NA,NA,NA,SARS-CoV-2/human/USA/VI-CDC-2-6769208/2023,Homo sapiens,oral swab,01-FEB-2023,2
OQ359599.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/02/01,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-STM-GEHY5BTPB/2023,Homo sapiens,nasal swab,01-FEB-2023,2
OQ456317.1,Severe acute respiratory syndrome coronavirus 2,29646,2023/02/19,NA,NA,NA,SARS-CoV-2/human/USA/2237643/2023,Homo sapiens,clinical,19-FEB-2023,2
OQ404236.1,Severe acute respiratory syndrome coronavirus 2,29505,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-LC1001533/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ404113.1,Severe acute respiratory syndrome coronavirus 2,29723,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1000797/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ403856.1,Severe acute respiratory syndrome coronavirus 2,29661,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1001186/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ404190.1,Severe acute respiratory syndrome coronavirus 2,29691,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC1000990/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ403410.1,Severe acute respiratory syndrome coronavirus 2,29592,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-LC0999143/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ403906.1,Severe acute respiratory syndrome coronavirus 2,29624,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/SC-CDC-LC1001585/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ403804.1,Severe acute respiratory syndrome coronavirus 2,29705,2023/02/08,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0999106/2023,Homo sapiens,Nasal Swabs,08-FEB-2023,2
OQ456724.1,Severe acute respiratory syndrome coronavirus 2,29844,2023/02/20,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-VSX-A073319/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,20-FEB-2023,2
OQ456828.1,Severe acute respiratory syndrome coronavirus 2,29835,2023/02/20,NA,NA,NA,SARS-CoV-2/human/USA/TN-CDC-VSX-A062152/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,20-FEB-2023,2
OQ380052.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45740660/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380023.1,Severe acute respiratory syndrome coronavirus 2,29712,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45740570/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380209.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX45739505/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380255.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-QDX45740734/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380047.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX45789543/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380095.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45740585/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380230.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX45789788/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ379967.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45740485/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ380353.1,Severe acute respiratory syndrome coronavirus 2,29706,2023/02/04,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX45789991/2023,Homo sapiens,Nasal Swabs,04-FEB-2023,2
OQ400090.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45962476/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ402121.1,Severe acute respiratory syndrome coronavirus 2,29709,2023/02/07,NA,NA,Baseline surveillance (random sampling),SARS-CoV-2/human/USA/MA-CDCBI- CRSP_TECRME2U2VRNG2CS/2023,Homo sapiens,clinical,07-FEB-2023,2
OQ399861.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX45907939/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ399847.1,Severe acute respiratory syndrome coronavirus 2,29715,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX45962031/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ400481.1,Severe acute respiratory syndrome coronavirus 2,29709,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX45962703/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ400243.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45962649/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ400268.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX45962489/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ399691.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/07,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX45962624/2023,Homo sapiens,Nasal Swabs,07-FEB-2023,2
OQ515722.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX46611690/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ516244.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX46677709/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ516427.1,Severe acute respiratory syndrome coronavirus 2,29715,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX46678201/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ515655.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX46552381/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ510986.1,Severe acute respiratory syndrome coronavirus 2,29723,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1011279/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ516261.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/24,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX46725142/2023,Homo sapiens,Nasal Swabs,24-FEB-2023,2
OQ473917.1,Severe acute respiratory syndrome coronavirus 2,29649,2023/02/22,NA,NA,NA,SARS-CoV-2/human/USA/MT-MTPHL-4085499/2023,Homo sapiens,clinical,22-FEB-2023,2
OQ473876.1,Severe acute respiratory syndrome coronavirus 2,29649,2023/02/22,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V23005336/2023,Homo sapiens,clinical,22-FEB-2023,2
OQ422371.1,Severe acute respiratory syndrome coronavirus 2,29846,2023/02/12,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-VSX-A060945/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,12-FEB-2023,2
OQ508544.1,Severe acute respiratory syndrome coronavirus 2,29730,2023/02/23,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-230217638599/2023,Homo sapiens,NA,23-FEB-2023,2
OQ508473.1,Severe acute respiratory syndrome coronavirus 2,29686,2023/02/23,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-230217552255/2023,Homo sapiens,NA,23-FEB-2023,2
OQ433283.1,Severe acute respiratory syndrome coronavirus 2,29842,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/MO-CDC-VSX-A061220/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,14-FEB-2023,2
OQ433466.1,Severe acute respiratory syndrome coronavirus 2,29846,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-VSX-A061322/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,14-FEB-2023,2
OQ432588.1,Severe acute respiratory syndrome coronavirus 2,29690,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC1006036/2023,Homo sapiens,Nasal Swabs,14-FEB-2023,2
OQ433114.1,Severe acute respiratory syndrome coronavirus 2,29844,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-VSX-A072819/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,14-FEB-2023,2
OQ432767.1,Severe acute respiratory syndrome coronavirus 2,29478,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1005664/2023,Homo sapiens,Nasal Swabs,14-FEB-2023,2
OQ433071.1,Severe acute respiratory syndrome coronavirus 2,29832,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-VSX-A072562/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,14-FEB-2023,2
OQ432666.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/02/14,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1004598/2023,Homo sapiens,Nasal Swabs,14-FEB-2023,2
OQ444724.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/16,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX46276257/2023,Homo sapiens,Nasal Swabs,16-FEB-2023,2
OQ445065.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/16,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX46327598/2023,Homo sapiens,Nasal Swabs,16-FEB-2023,2
OQ444532.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/02/16,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX46327629/2023,Homo sapiens,Nasal Swabs,16-FEB-2023,2
OQ444566.1,Severe acute respiratory syndrome coronavirus 2,29715,2023/02/16,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX46275795/2023,Homo sapiens,Nasal Swabs,16-FEB-2023,2
OQ444848.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/02/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX46275883/2023,Homo sapiens,Nasal Swabs,16-FEB-2023,2
OQ568630.1,Severe acute respiratory syndrome coronavirus 2,29649,2023/03/04,NA,NA,NA,SARS-CoV-2/human/USA/2244584/2023,Homo sapiens,clinical,04-MAR-2023,2
OQ682429.1,Severe acute respiratory syndrome coronavirus 2,29646,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/NJ-PHEL-V23008227/2023,Homo sapiens,clinical,23-MAR-2023,2
OQ681855.1,Severe acute respiratory syndrome coronavirus 2,29663,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC1028543/2023,Homo sapiens,Nasal Swabs,23-MAR-2023,2
OQ681569.1,Severe acute respiratory syndrome coronavirus 2,29691,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/IA-CDC-LC1028258/2023,Homo sapiens,Nasal Swabs,23-MAR-2023,2
OQ681730.1,Severe acute respiratory syndrome coronavirus 2,29628,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1028182/2023,Homo sapiens,Nasal Swabs,23-MAR-2023,2
OQ681432.1,Severe acute respiratory syndrome coronavirus 2,29840,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/TN-CDC-VSX-A065043/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,23-MAR-2023,2
OQ681641.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/03/23,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-LC1028040/2023,Homo sapiens,Nasal Swabs,23-MAR-2023,2
OQ651531.1,Severe acute respiratory syndrome coronavirus 2,29836,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-VSX-A064243/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651669.1,Severe acute respiratory syndrome coronavirus 2,29813,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-VSX-A064435/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651826.1,Severe acute respiratory syndrome coronavirus 2,29842,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-VSX-A064676/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651671.1,Severe acute respiratory syndrome coronavirus 2,29841,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-VSX-A064447/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651648.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/OR-CDC-VSX-A064527/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651691.1,Severe acute respiratory syndrome coronavirus 2,29845,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-VSX-A063264/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ651697.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/03/18,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-VSX-A063190/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,18-MAR-2023,2
OQ691925.1,Severe acute respiratory syndrome coronavirus 2,29808,2023/03/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-VSX-A063406/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,26-MAR-2023,2
OQ691831.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/03/26,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-VSX-A065010/2023,Homo sapiens,PrimeStore MTM - Nasal Swab,26-MAR-2023,2
OQ691744.1,Severe acute respiratory syndrome coronavirus 2,29826,2023/03/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-VSX-A00574/2023,Homo sapiens,swab,26-MAR-2023,2
OQ691706.1,Severe acute respiratory syndrome coronavirus 2,29847,2023/03/26,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-VSX-A00428/2023,Homo sapiens,swab,26-MAR-2023,2
OQ612605.1,Severe acute respiratory syndrome coronavirus 2,29714,2023/03/15,NA,NA,GISAID accession: EPI_ISL_17186523,SARS-CoV-2/human/USA/FL-BPHL-3218/2020,Homo sapiens,clinical,15-MAR-2023,2
OQ660608.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/03/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1026794/2023,Homo sapiens,Nasal Swabs,21-MAR-2023,2
OQ661142.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/03/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC1026946/2023,Homo sapiens,Nasal Swabs,21-MAR-2023,2
OQ660840.1,Severe acute respiratory syndrome coronavirus 2,29690,2023/03/21,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-LC1026994/2023,Homo sapiens,Nasal Swabs,21-MAR-2023,2
OQ608439.1,Severe acute respiratory syndrome coronavirus 2,29793,2023/03/12,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-2-6897596/2023,Homo sapiens,Anterior nasal swab,12-MAR-2023,2
OQ608298.1,Severe acute respiratory syndrome coronavirus 2,29793,2023/03/12,NA,NA,NA,SARS-CoV-2/human/USA/KS-CDC-2-6895355/2023,Homo sapiens,nasopharyngeal swab,12-MAR-2023,2
OQ698953.1,Severe acute respiratory syndrome coronavirus 2,29684,2023/03/27,NA,NA,NA,SARS-CoV-2/human/USA/2008081/2022,Homo sapiens,clinical,27-MAR-2023,2
OQ712780.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX47973828/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ713482.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX48043298/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ712921.1,Severe acute respiratory syndrome coronavirus 2,29703,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX47973776/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ713421.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX48043549/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ712282.1,Severe acute respiratory syndrome coronavirus 2,29627,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1030518/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ712768.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/30,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX47973725/2023,Homo sapiens,Nasal Swabs,30-MAR-2023,2
OQ674589.1,Severe acute respiratory syndrome coronavirus 2,29672,2023/03/22,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW23030779887/2023,Homo sapiens,nasal swab,22-MAR-2023,2
OQ699391.1,Severe acute respiratory syndrome coronavirus 2,29723,2023/03/28,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC1029147/2023,Homo sapiens,Nasal Swabs,28-MAR-2023,2
OQ699390.1,Severe acute respiratory syndrome coronavirus 2,29474,2023/03/28,NA,NA,NA,SARS-CoV-2/human/USA/NE-CDC-LC1029392/2023,Homo sapiens,Nasal Swabs,28-MAR-2023,2
OQ691467.1,Severe acute respiratory syndrome coronavirus 2,29531,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Brazil/BR-MG- UW21051938124/2021,Homo sapiens,NA,25-MAR-2023,2
OQ690444.1,Severe acute respiratory syndrome coronavirus 2,29540,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Colombia/UW20112457668/2020,Homo sapiens,NA,25-MAR-2023,2
OQ690308.1,Severe acute respiratory syndrome coronavirus 2,29537,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Brazil/UW20121922753/2020,Homo sapiens,NA,25-MAR-2023,2
OQ690922.1,Severe acute respiratory syndrome coronavirus 2,29540,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Peru/UW20122892643/2020,Homo sapiens,NA,25-MAR-2023,2
OQ691123.1,Severe acute respiratory syndrome coronavirus 2,29531,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Brazil/BR-RJ- UW21052317694/2021,Homo sapiens,NA,25-MAR-2023,2
OQ690484.1,Severe acute respiratory syndrome coronavirus 2,29540,2023/03/25,NA,NA,NA,SARS-CoV-2/human/USA/UW20111975058/2020,Homo sapiens,NA,25-MAR-2023,2
OQ691294.1,Severe acute respiratory syndrome coronavirus 2,29501,2023/03/25,NA,NA,NA,SARS-CoV-2/human/Colombia/CO-DC- UW21061207262/2021,Homo sapiens,NA,25-MAR-2023,2
OQ690846.1,Severe acute respiratory syndrome coronavirus 2,29540,2023/03/25,NA,NA,NA,SARS-CoV-2/human/USA/UW20121726253/2020,Homo sapiens,NA,25-MAR-2023,2
OQ691053.1,Severe acute respiratory syndrome coronavirus 2,29521,2023/03/25,NA,NA,NA,SARS-CoV-2/human/USA/FL-UW21050795260/2021,Homo sapiens,NA,25-MAR-2023,2
OQ684915.1,Severe acute respiratory syndrome coronavirus 2,29718,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX47771703/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ684902.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX47772263/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ684191.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX47696665/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ684113.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/WI-CDC-QDX47644569/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ684186.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX47644395/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ684807.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/24,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX47771718/2023,Homo sapiens,Nasal Swabs,24-MAR-2023,2
OQ577813.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX46946266/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ577516.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX46827349/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ578353.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX46944533/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ576958.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX46826088/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ578253.1,Severe acute respiratory syndrome coronavirus 2,29679,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX46944482/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ578072.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-QDX46877632/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ576960.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX46827117/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ577660.1,Severe acute respiratory syndrome coronavirus 2,29679,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX46826456/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ577741.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-QDX46877433/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ578524.1,Severe acute respiratory syndrome coronavirus 2,29721,2023/03/06,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX46944812/2023,Homo sapiens,Nasal Swabs,06-MAR-2023,2
OQ850529.1,Severe acute respiratory syndrome coronavirus 2,29752,2023/04/20,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-230324480150/2023,Homo sapiens,NA,20-APR-2023,2
OQ734289.1,Severe acute respiratory syndrome coronavirus 2,29724,2023/04/04,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC1032317/2023,Homo sapiens,Nasal Swabs,04-APR-2023,2
OQ733706.1,Severe acute respiratory syndrome coronavirus 2,29714,2023/04/04,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-LC1032877/2023,Homo sapiens,Nasal Swabs,04-APR-2023,2
