accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
OP544536.1,Severe acute respiratory syndrome coronavirus 2,29625,2022/09/28,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-LC0887238/2022,Homo sapiens,Nasal Swabs,28-SEP-2022,1
OP546610.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/09/28,NA,NA,NA,SARS-CoV-2/human/USA/VA-VTVAS3-GSC39111/2022,Homo sapiens,NA,28-SEP-2022,1
OP419286.1,Severe acute respiratory syndrome coronavirus 2,29749,2022/09/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220903351320/2022,Homo sapiens,NA,12-SEP-2022,1
OP419101.1,Severe acute respiratory syndrome coronavirus 2,29753,2022/09/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220903860183/2022,Homo sapiens,NA,12-SEP-2022,1
OP419361.1,Severe acute respiratory syndrome coronavirus 2,29822,2022/09/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220903662446/2022,Homo sapiens,NA,12-SEP-2022,1
OP419183.1,Severe acute respiratory syndrome coronavirus 2,29743,2022/09/12,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220903984448/2022,Homo sapiens,NA,12-SEP-2022,1
OP453855.1,Severe acute respiratory syndrome coronavirus 2,29839,2022/09/16,NA,NA,NA,SARS-CoV-2/human/USA/GA-EHC-3719A/2022,Homo sapiens,nasal swab,16-SEP-2022,1
OP450462.1,Severe acute respiratory syndrome coronavirus 2,29844,2022/09/16,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-NNTCJ5RE6/2022,Homo sapiens,nasal swab,16-SEP-2022,1
OP453785.1,Severe acute respiratory syndrome coronavirus 2,29771,2022/09/16,NA,NA,NA,SARS-CoV-2/human/USA/GA-EHC-3964L/2022,Homo sapiens,nasal swab,16-SEP-2022,1
OP450768.1,Severe acute respiratory syndrome coronavirus 2,29835,2022/09/16,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-TDY72KSF7/2022,Homo sapiens,nasal swab,16-SEP-2022,1
OP447821.2,Severe acute respiratory syndrome coronavirus 2,29709,2022/09/16,NA,NA,GISAID_ID: EPI_ISL_14827085,SARS-CoV-2/human/USA/CO-CDPHE-2103584071/2022,Homo sapiens,patient isolate,06-OCT-2022,1
OP472299.1,Severe acute respiratory syndrome coronavirus 2,29832,2022/09/19,NA,NA,NA,SARS-CoV-2/human/USA/VA- CAV_VAS3N_00015044_01/2022,Homo sapiens,nasal,19-SEP-2022,1
OP472734.1,Severe acute respiratory syndrome coronavirus 2,29805,2022/09/19,NA,NA,NA,SARS-CoV-2/human/USA/VA- CAV_VAS3N_00013957_01/2022,Homo sapiens,nasopharynx,19-SEP-2022,1
OP363413.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/03,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22080203320/2022,Homo sapiens,NA,03-SEP-2022,1
OP535665.1,Severe acute respiratory syndrome coronavirus 2,29836,2022/09/26,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL21552/2020,Homo sapiens,nasal swab,26-SEP-2022,1
OP535697.1,Severe acute respiratory syndrome coronavirus 2,29837,2022/09/26,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL21666/2020,Homo sapiens,nasal swab,26-SEP-2022,1
OP535714.1,Severe acute respiratory syndrome coronavirus 2,29806,2022/09/26,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL21466/2020,Homo sapiens,nasal swab,26-SEP-2022,1
OP535643.1,Severe acute respiratory syndrome coronavirus 2,29837,2022/09/26,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL21462/2020,Homo sapiens,nasal swab,26-SEP-2022,1
OP535563.1,Severe acute respiratory syndrome coronavirus 2,29808,2022/09/26,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL21166/2020,Homo sapiens,nasal swab,26-SEP-2022,1
OP405933.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX40703714/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP406651.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX40703288/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP407402.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX40774858/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP406520.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX40660671/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP405925.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX40660519/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP406705.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX40703272/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP406392.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX40703373/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP407462.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX40774708/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP406709.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX40703377/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP407427.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/09/09,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-QDX40774804/2022,Homo sapiens,Nasal Swabs,09-SEP-2022,1
OP387840.1,Severe acute respiratory syndrome coronavirus 2,29523,2022/09/07,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0856174/2022,Homo sapiens,Nasal Swabs,07-SEP-2022,1
OP388276.1,Severe acute respiratory syndrome coronavirus 2,29711,2022/09/07,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0855929/2022,Homo sapiens,Nasal Swabs,07-SEP-2022,1
OP388024.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/09/07,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0856508/2022,Homo sapiens,Nasal Swabs,07-SEP-2022,1
OP387449.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/09/07,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0858577/2022,Homo sapiens,Nasal Swabs,07-SEP-2022,1
OP350659.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/09/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0851790/2022,Homo sapiens,Nasal Swabs,01-SEP-2022,1
OP350587.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/09/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0851252/2022,Homo sapiens,Nasal Swabs,01-SEP-2022,1
OP351103.1,Severe acute respiratory syndrome coronavirus 2,29470,2022/09/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0851453/2022,Homo sapiens,Nasal Swabs,01-SEP-2022,1
OP457215.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22081435794/2022,Homo sapiens,NA,18-SEP-2022,1
OP457662.1,Severe acute respiratory syndrome coronavirus 2,29505,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22082402956/2022,Homo sapiens,NA,18-SEP-2022,1
OP457429.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22081208282/2022,Homo sapiens,NA,18-SEP-2022,1
OP457811.1,Severe acute respiratory syndrome coronavirus 2,29490,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22082029119/2022,Homo sapiens,NA,18-SEP-2022,1
OP457448.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22081415175/2022,Homo sapiens,NA,18-SEP-2022,1
OP458182.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22082653398/2022,Homo sapiens,NA,18-SEP-2022,1
OP457522.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/09/18,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22081704212/2022,Homo sapiens,NA,18-SEP-2022,1
OP625688.1,Severe acute respiratory syndrome coronavirus 2,29717,2022/10/13,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX41890383/2022,Homo sapiens,Nasal Swabs,13-OCT-2022,1
OP625856.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/13,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-QDX41845959/2022,Homo sapiens,Nasal Swabs,13-OCT-2022,1
OP583419.1,Severe acute respiratory syndrome coronavirus 2,29503,2022/10/04,NA,NA,NA,SARS-CoV-2/human/USA/DE-CDC-LC0892714/2022,Homo sapiens,Nasal Swabs,04-OCT-2022,1
OP583448.1,Severe acute respiratory syndrome coronavirus 2,29490,2022/10/04,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0892274/2022,Homo sapiens,Nasal Swabs,04-OCT-2022,1
OP657566.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0895994/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP657601.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-LC0897717/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP658537.1,Severe acute respiratory syndrome coronavirus 2,29711,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0896050/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP657180.1,Severe acute respiratory syndrome coronavirus 2,29615,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC0897113/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP657133.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0895008/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP658181.1,Severe acute respiratory syndrome coronavirus 2,29722,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0894877/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP657274.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/10/17,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-LC0897421/2022,Homo sapiens,Nasal Swabs,17-OCT-2022,1
OP646769.1,Severe acute respiratory syndrome coronavirus 2,29660,2022/10/15,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW22092708233/2022,Homo sapiens,nasal,15-OCT-2022,1
OP647028.1,Severe acute respiratory syndrome coronavirus 2,29685,2022/10/15,NA,NA,NA,SARS-CoV-2/human/USA/ID-CDC-2-6237060/2022,Homo sapiens,Anterior nasal swab,15-OCT-2022,1
OP646977.1,Severe acute respiratory syndrome coronavirus 2,29712,2022/10/15,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-2-6236448/2022,Homo sapiens,Nasal midturbinate swab,15-OCT-2022,1
OP646712.1,Severe acute respiratory syndrome coronavirus 2,29669,2022/10/15,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW22092662891/2022,Homo sapiens,nasal,15-OCT-2022,1
OP647052.1,Severe acute respiratory syndrome coronavirus 2,29470,2022/10/15,NA,NA,NA,SARS-CoV-2/human/USA/SD-CDC-2-6236270/2022,Homo sapiens,NA,15-OCT-2022,1
OP646563.1,Severe acute respiratory syndrome coronavirus 2,29702,2022/10/15,NA,NA,genotype: Marseille-8,SARS-CoV-2/human/FRA/IHUCOVID-001336/2020,Homo sapiens,Nasopharyngeal sample,15-OCT-2022,1
OP699930.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/10/21,NA,NA,NA,SARS-CoV-2/human/USA/VA-VTVAS3-GSC39448/2022,Homo sapiens,NA,21-OCT-2022,1
OP701729.1,Severe acute respiratory syndrome coronavirus 2,29665,2022/10/21,NA,NA,NA,SARS-CoV-2/human/USA/NE-000923/2021,Homo sapiens,nasal swab,21-OCT-2022,1
OP647375.1,Severe acute respiratory syndrome coronavirus 2,29813,2022/10/16,NA,NA,NA,SARS-CoV-2/human/VNM/OUCRU-NHTD_B208/2021,Homo sapiens,nasopharyngeal swab,16-OCT-2022,1
OP614195.1,Severe acute respiratory syndrome coronavirus 2,29714,2022/10/11,NA,NA,NA,SARS-CoV-2/human/USA/NY-CUIMC-NP-4329/2021,Homo sapiens,nasopharyngeal swab,11-OCT-2022,1
OP614142.1,Severe acute respiratory syndrome coronavirus 2,29701,2022/10/11,NA,NA,NA,SARS-CoV-2/human/USA/NY-CUIMC-NP-5911/2021,Homo sapiens,nasopharyngeal swab,11-OCT-2022,1
OP614320.1,Severe acute respiratory syndrome coronavirus 2,29120,2022/10/11,NA,NA,NA,SARS-CoV-2/human/USA/NY-CUIMC-NP-40529079/2022,Homo sapiens,nasopharyngeal swab,11-OCT-2022,1
OP743111.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/31,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-QDX42556082/2022,Homo sapiens,Nasal Swabs,31-OCT-2022,1
OP742950.1,Severe acute respiratory syndrome coronavirus 2,29715,2022/10/31,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX42555713/2022,Homo sapiens,Nasal Swabs,31-OCT-2022,1
OP742099.1,Severe acute respiratory syndrome coronavirus 2,29844,2022/10/31,NA,NA,NA,SARS-CoV-2/human/USA/AL-CDC-STM-2V9DTYPD6/2022,Homo sapiens,nasal swab,31-OCT-2022,1
OP743143.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/31,NA,NA,NA,SARS-CoV-2/human/USA/SC-CDC-QDX42555518/2022,Homo sapiens,Nasal Swabs,31-OCT-2022,1
OP742898.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/31,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX42555795/2022,Homo sapiens,Nasal Swabs,31-OCT-2022,1
OP590957.1,Severe acute respiratory syndrome coronavirus 2,29805,2022/10/06,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-STM-R572JD8PZ/2022,Homo sapiens,nasal swab,05-OCT-2022,1
OP592347.1,Severe acute respiratory syndrome coronavirus 2,29490,2022/10/06,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22091234362/2022,Homo sapiens,NA,06-OCT-2022,1
OP592334.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/10/06,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22091270669/2022,Homo sapiens,NA,06-OCT-2022,1
OP591563.1,Severe acute respiratory syndrome coronavirus 2,29751,2022/10/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-220930292927/2022,Homo sapiens,NA,05-OCT-2022,1
OP592328.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/10/06,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22091261660/2022,Homo sapiens,NA,06-OCT-2022,1
OP601983.1,Severe acute respiratory syndrome coronavirus 2,29490,2022/10/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22082510547/2022,Homo sapiens,NA,10-OCT-2022,1
OP603673.1,Severe acute respiratory syndrome coronavirus 2,29278,2022/10/10,NA,NA,NA,SARS-CoV-2/human/USA/WI-UW-13469/2022,Homo sapiens,nasal swab,10-OCT-2022,1
OP602071.1,Severe acute respiratory syndrome coronavirus 2,29646,2022/10/10,NA,NA,NA,SARS-CoV-2/human/USA/2177735/2022,Homo sapiens,clinical,10-OCT-2022,1
OP601682.1,Severe acute respiratory syndrome coronavirus 2,29744,2022/10/09,NA,NA,NA,SARS-CoV-2/human/USA/JW8145/2022,Homo sapiens,NA,09-OCT-2022,1
OP715470.1,Severe acute respiratory syndrome coronavirus 2,29688,2022/10/25,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-LC0915450/2022,Homo sapiens,Nasal Swabs,25-OCT-2022,1
OP714546.1,Severe acute respiratory syndrome coronavirus 2,29720,2022/10/25,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-LC0913944/2022,Homo sapiens,Nasal Swabs,25-OCT-2022,1
OP715374.1,Severe acute respiratory syndrome coronavirus 2,29430,2022/10/25,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0915712/2022,Homo sapiens,Nasal Swabs,25-OCT-2022,1
OP714750.1,Severe acute respiratory syndrome coronavirus 2,29678,2022/10/25,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0914932/2022,Homo sapiens,Nasal Swabs,25-OCT-2022,1
OP715520.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/10/25,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC0915658/2022,Homo sapiens,Nasal Swabs,25-OCT-2022,1
OP679451.1,Severe acute respiratory syndrome coronavirus 2,29714,2022/10/19,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX42300532/2022,Homo sapiens,Nasal Swabs,19-OCT-2022,1
OP679398.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/10/19,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX42300161/2022,Homo sapiens,Nasal Swabs,19-OCT-2022,1
OP679670.1,Severe acute respiratory syndrome coronavirus 2,29703,2022/10/19,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX42256568/2022,Homo sapiens,Nasal Swabs,19-OCT-2022,1
OP679447.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/19,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX42257540/2022,Homo sapiens,Nasal Swabs,19-OCT-2022,1
OP619200.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/SC-CDC-QDX41638131/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP619425.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX41753996/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP622051.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-QDX41999547/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP622043.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX41999359/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP619501.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX41754008/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP621682.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/10/12,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX41999877/2022,Homo sapiens,Nasal Swabs,12-OCT-2022,1
OP861207.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/11/19,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0930399/2022,Homo sapiens,Nasal Swabs,19-NOV-2022,1
OP861188.1,Severe acute respiratory syndrome coronavirus 2,29711,2022/11/19,NA,NA,NA,SARS-CoV-2/human/USA/CT-CDC-LC0929837/2022,Homo sapiens,Nasal Swabs,19-NOV-2022,1
OP861282.1,Severe acute respiratory syndrome coronavirus 2,29687,2022/11/19,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-LC0929878/2022,Homo sapiens,Nasal Swabs,19-NOV-2022,1
OP861340.1,Severe acute respiratory syndrome coronavirus 2,29625,2022/11/19,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-LC0930368/2022,Homo sapiens,Nasal Swabs,19-NOV-2022,1
OP796881.1,Severe acute respiratory syndrome coronavirus 2,29760,2022/11/08,NA,NA,GISAID accession: EPI_ISL_15427869,SARS-CoV-2/human/USA/FL-BPHL-14221/2022,Homo sapiens,clinical,08-NOV-2022,1
OP795265.1,Severe acute respiratory syndrome coronavirus 2,29684,2022/11/08,NA,NA,GISAID accession: EPI_ISL_15360931,SARS-CoV-2/human/USA/FL-BPHL-20853/2021,Homo sapiens,clinical,08-NOV-2022,1
OP923848.1,Severe acute respiratory syndrome coronavirus 2,29655,2022/11/30,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-2-6612229/2022,Homo sapiens,nasopharyngeal swab,30-NOV-2022,1
OP923740.1,Severe acute respiratory syndrome coronavirus 2,29616,2022/11/30,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-2-6611336/2022,Homo sapiens,nasopharyngeal swab,30-NOV-2022,1
OP925697.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/11/30,NA,NA,GISAID: EPI_ISL_13704361,SARS-CoV-2/human/USA/NMDOH-2022088893/2022,Homo sapiens,nasopharyngeal swab,30-NOV-2022,1
OP887320.1,Severe acute respiratory syndrome coronavirus 2,29719,2022/11/23,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX43427000/2022,Homo sapiens,Nasal Swabs,23-NOV-2022,1
OP887658.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/11/23,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX43427885/2022,Homo sapiens,Nasal Swabs,23-NOV-2022,1
OP887600.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/23,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX43386564/2022,Homo sapiens,Nasal Swabs,23-NOV-2022,1
OP887636.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/11/23,NA,NA,NA,SARS-CoV-2/human/USA/OH-CDC-QDX43428258/2022,Homo sapiens,Nasal Swabs,23-NOV-2022,1
OP888334.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/23,NA,NA,GISAID_ID: EPI_ISL_15845209,SARS-CoV-2/human/USA/CO-CDPHE-2103707002/2022,Homo sapiens,patient isolate,28-NOV-2022,1
OP780192.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX42652829/2022,Homo sapiens,Nasal Swabs,04-NOV-2022,1
OP779824.1,Severe acute respiratory syndrome coronavirus 2,29664,2022/11/04,NA,NA,NA,SARS-CoV-2/human/PER/00051AAGFJ/2022,Homo sapiens,nasopharyngeal swab,04-NOV-2022,1
OP781215.1,Severe acute respiratory syndrome coronavirus 2,29709,2022/11/04,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-QDX42768320/2022,Homo sapiens,Nasal Swabs,04-NOV-2022,1
OP781141.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/04,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX42698299/2022,Homo sapiens,Nasal Swabs,04-NOV-2022,1
OP917239.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/29,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX43632224/2022,Homo sapiens,Nasal Swabs,29-NOV-2022,1
OP917712.1,Severe acute respiratory syndrome coronavirus 2,29724,2022/11/29,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX43632734/2022,Homo sapiens,Nasal Swabs,29-NOV-2022,1
OP917491.1,Severe acute respiratory syndrome coronavirus 2,29712,2022/11/29,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX43583792/2022,Homo sapiens,Nasal Swabs,29-NOV-2022,1
OP782472.1,Severe acute respiratory syndrome coronavirus 2,29744,2022/11/06,NA,NA,NA,SARS-CoV-2/human/USA/JW8268/2022,Homo sapiens,NA,06-NOV-2022,1
OP816455.1,Severe acute respiratory syndrome coronavirus 2,29844,2022/11/14,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-KCPG3VNBR/2022,Homo sapiens,nasal swab,14-NOV-2022,1
OP823841.1,Severe acute respiratory syndrome coronavirus 2,29499,2022/11/14,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-22100927772/2022,Homo sapiens,NA,14-NOV-2022,1
OP816240.1,Severe acute respiratory syndrome coronavirus 2,29844,2022/11/14,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-4SAPG8CDS/2022,Homo sapiens,nasal swab,14-NOV-2022,1
OP820876.1,Severe acute respiratory syndrome coronavirus 2,29646,2022/11/14,NA,NA,NA,SARS-CoV-2/human/USA/2199041/2022,Homo sapiens,clinical,14-NOV-2022,1
OP820993.1,Severe acute respiratory syndrome coronavirus 2,29646,2022/11/14,NA,NA,NA,SARS-CoV-2/human/USA/2197443/2022,Homo sapiens,clinical,14-NOV-2022,1
OP898991.1,Severe acute respiratory syndrome coronavirus 2,29802,2022/11/28,NA,NA,NA,SARS-CoV-2/human/BRA/EPI_ISL_8890062/2021,Homo sapiens,nasal swab,28-NOV-2022,1
OP803588.1,Severe acute respiratory syndrome coronavirus 2,29401,2022/11/09,NA,NA,Baseline surveillance (random sampling),SARS-CoV-2/human/USA/MA-CDCBI- CRSP_JYVGCFNWWF4CBKTT/2022,Homo sapiens,clinical,09-NOV-2022,1
OP808116.1,Severe acute respiratory syndrome coronavirus 2,29743,2022/11/10,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF13684/2022,Homo sapiens,clinical,10-NOV-2022,1
OP807132.1,Severe acute respiratory syndrome coronavirus 2,29646,2022/11/10,NA,NA,NA,SARS-CoV-2/human/USA/2193437/2022,Homo sapiens,clinical,10-NOV-2022,1
OP804249.1,Severe acute respiratory syndrome coronavirus 2,29769,2022/11/10,NA,NA,NA,SARS-CoV-2/human/CHN/20221025_05/2022,Homo sapiens,oronasopharynx,10-NOV-2022,1
OP895478.1,Severe acute respiratory syndrome coronavirus 2,29628,2022/11/25,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-2-6595974/2022,Homo sapiens,nasopharyngeal swab,25-NOV-2022,1
OP895551.1,Severe acute respiratory syndrome coronavirus 2,29455,2022/11/25,NA,NA,NA,SARS-CoV-2/human/PER/00001aadic/2022,Homo sapiens,nasopharyngeal swab,25-NOV-2022,1
OP890839.1,Severe acute respiratory syndrome coronavirus 2,29761,2022/11/25,NA,NA,NA,SARS-CoV-2/human/KEN/SS10925/2022,Homo sapiens,Nasopharyngeal/ Oropharyngeal,25-NOV-2022,1
OP838036.1,Severe acute respiratory syndrome coronavirus 2,29723,2022/11/16,NA,NA,NA,SARS-CoV-2/human/USA/VA-VTVAS3-GSC39672/2022,Homo sapiens,NA,16-NOV-2022,1
OP858568.1,Severe acute respiratory syndrome coronavirus 2,29718,2022/11/18,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX43292793/2022,Homo sapiens,Nasal Swabs,18-NOV-2022,1
